------------------------------------------------------------
 n - Electron Density
------------------------------------------------------------
Position (um), Carrier Density (/cm3)
                   0,                    0
      0.487971470245,                    0
      0.951544366978,                    0
       1.39193861887,                    0
       1.81031315818,                    0
       2.20776897051,                    0
       2.58535199223,                    0
       2.94405586287,                    0
       3.28482453997,                    0
       3.60855478322,                    0
        3.9160985143,                    0
       4.20826505883,                    0
       4.48582327613,                    0
       4.74950358257,                    0
       4.99999987369,                    0
       5.25024593471,                    0
       5.48797969268,                    0
       5.71382676274,                    0
       5.92838147931,                    0
       6.13220846005,                    0
       6.32584409175,                    0
       6.50979794186,               100000
       6.68455409947,               100000
        6.8505724492,               100000
       7.00828988145,               100000
       7.15812144208,               200000
       7.30046142468,               300000
       7.43568440815,               300000
       7.56414624244,               400000
       7.68618498502,               500000
       7.80212179047,               700000
       7.91226175565,               900000
       8.01689472257,              1000000
       8.11629604115,              1300000
       8.21072729379,              1500000
       8.30043698381,              1800000
       8.38566118932,              2200000
       8.46662418456,              2600000
       8.54353903003,              3000000
       8.61660813323,              3400000
       8.68602378128,              3900000
       8.75196864691,              4500000
       8.81461626927,              5100000
       8.87413151051,              5700000
       8.93067098969,              6400000
       8.98438349491,              7100000
       9.03541037487,              7900000
       9.08388591083,              8700000
       9.12993766999,              9500000
       9.17368684119,             10400000
       9.21524855383,             11300000
       9.25473218085,             12200000
       9.29224162651,             13200000
       9.32787559988,             14400000
       9.36172787459,             16500000
       9.39388753557,             21500000
       9.42443921349,             37100000
       9.45346330752,             87800000
       9.48103619685,            248900000
       9.50723044171,            737900000
       9.53211497433,           2149600000
       9.55575528031,           6025200000
         9.578213571,          16158100000
       9.59954894715,          41433200000
        9.6198175545,         101689800000
       9.63907273148,         239243900000
       9.65736514961,         540463000000
       9.67474294683,        1174327900000
       9.69125185419,        2458299600000
       9.70693531618,        4965963200000
       9.72183460508,        9695444300000
       9.73598892953,       18321667900000
       9.74943553775,       33557609400000
       9.76220981557,       59647234200000
       9.77434537949,      103001717000000
       9.78587416522,      172964489400000
       9.79682651166,      282640809600000
       9.80723124078,      449643119700000
       9.81711573345,      696475817500000
       9.82650600148,     1.0501159764e+15
       9.83542675611,     1.5401759538e+15
       9.84390147301,     2.1949553664e+15
       9.85195245406,     3.0348777421e+15
       9.85960088606,     4.0634826583e+15
       9.86686689646,     5.2574344274e+15
       9.87376960634,     6.5586786066e+15
       9.88032718072,     7.8730869857e+15
       9.88655687639,     9.0793877199e+15
       9.89247508728,    1.00490112249e+16
       9.89809738761,     1.0672475536e+16
       9.90343857294,   1.088380413109e+16
       9.90851269899,    1.06742039034e+16
       9.91333311875,   1.009051689841e+16
       9.91791251751,    9.22030772982e+15
       9.92226294634,    8.17015009413e+15
       9.92639585373,     7.0446221011e+15
       9.93032211574,    5.93124401471e+15
       9.93405206466,   4.893134878098e+15
       9.93759551613,   3.968370952361e+15
       9.94096179503,   3.173677732647e+15
       9.94415975998,   2.510013215469e+15
       9.94719782668,   1.968230974474e+15
       9.95008399005,   1.533812100619e+15
       9.95282584525,    1.19031131356e+15
       9.95543060769,      921573025265900
       9.95790513201,      712963755579800
       9.96025593011,      551910438491300
       9.96248918831,      428000039497600
        9.9646107836,      332833960436400
       9.96662629912,      259768612673390
       9.96854103887,      203623119778890
       9.97036004163,      160398954951620
       9.97208809425,      127032704158830
       9.97372974424,      101188985346540
       9.97528931173,       81092841293070
       9.97677090085,       65397272557510
       9.97817841051,       53080298011780
       9.97951554469,       43365920589182
       9.98078582215,       35663962039998
       9.98199258575,       29524529164868
       9.98313901117,       24603683672518
       9.98422811531,       20637615048729
       9.98526276425,       17423227430565
       9.98624568074,       14803545311204
        9.9871794514,       12656731022753
       9.98806653354,       10887806351907
       9.98890926156,        9422398617884
       9.98970985319,        8202003546215
       9.99047041523,        7180386210176
       9.99119294917,      6320837571859.4
       9.99187935642,      5594075819855.3
        9.9925314433,      4976634987594.1
       9.99315092584,      4449622943590.9
       9.99373943425,      3997760296526.9
       9.99429851724,      3608633683120.2
       9.99482964608,      3272113254869.3
       9.99533421848,        2979896394028
       9.99581356226,      2725148837545.2
       9.99626893885,      2502221257123.3
       9.99670154661,      2306424517251.8
       9.99711252398,      2133850741446.4
       9.99750295249,      1981230278792.9
       9.99787385957,      1845816914976.7
       9.99822622129,      1725295390636.3
       9.99856096493,      1617706604882.4
       9.99887897139,      1521386893253.8
       9.99918107752,      1434918547944.6
       9.99946807835,      1357089351877.1
       9.99974072913,      1286859365587.8
       9.99999974738,     1223332642476.96
       10.0000208413,     1218299950599.69
       10.0000425137,     1213151940049.73
        10.000066641,     1207447770156.91
        10.000092632,     1201334583890.16
       10.0001150737,     1196082457903.14
       10.0001427241,     1189644570725.97
       10.0001767922,     1181762633053.94
       10.0002187675,     1172126915054.56
       10.0002432783,      1166538623790.6
       10.0002704852,     1160368493497.95
        10.000300685,      1153559914787.6
       10.0003342066,     1146051682050.02
       10.0003714157,     1137777836248.72
       10.0004127178,     1128667560652.42
       10.0004585631,     1118645147993.22
       10.0005094514,     1107630061510.84
       10.0005659374,     1095537116262.29
       10.0006286369,     1082276811925.34
       10.0006982333,     1067755853103.51
       10.0007754853,     1051877898164.34
        10.000861235,     1034544582465.58
       10.0009564173,      1015656865932.2
       10.0010620695,       995116758068.4
       10.0011793435,      972829474158.11
       10.0013095176,      948706074661.27
       10.0014540109,      922666633022.79
       10.0016143985,      894643965031.45
       10.0017924287,      864587932517.24
       10.0019900422,      832470304511.66
       10.0022093932,      798290117498.96
       10.0024528728,      762079421667.65
       10.0027231351,      723909231114.84
       10.0030231263,      683895413193.69
       10.0033561166,      642204157999.42
       10.0037257358,      599056568801.37
        10.004136013,      554731817250.26
       10.0045914208,      509568227342.41
       10.0050969235,      463961608198.57
       10.0056580314,      418360170920.86
       10.0062808612,      373255464792.17
       10.0069722023,      329168976916.53
       10.0077395909,      286634373944.27
       10.0085913923,      246175825724.61
       10.0095368917,      208283415255.95
       10.0105863962,      173387251107.23
       10.0117513461,      141832465788.08
       10.0130444406,     113857684017.475
       10.0144797754,      89579643477.128
        10.016072997,      68986330947.711
        10.017841473,      51940202103.408
       10.0198044814,      38191827763.831
       10.0219834207,     27402821527.4073
       10.0244020433,     19175435876.9868
       10.0270867145,      13085105987.771
       10.0300666994,      8711774458.9993
       10.0333744827,     5666202283.86613
       10.0370461221,      3608596781.3113
       10.0411216419,     2258478262.82185
       10.0456454689,      1396339708.1389
       10.0506669168,     858913586.750662
        10.056240724,     530487253.223155
         10.06242765,     332672445.374801
       10.0692951379,     214509137.042376
       10.0769180494,     144044741.107164
       10.0853794812,     101832224.046786
       10.0947716705,     76290168.9743408
       10.1051970006,     60602152.3470342
        10.116769117,     50756851.3538184
       10.1296141662,     44367153.5289468
       10.1438721708,     39987551.9990525
        10.159698556,     36731767.7294243
       10.1772658435,     34059910.5034326
       10.1967655326,     31654940.3793099
       10.2184101876,     29344329.0275448
       10.2424357545,     27046351.7791432
       10.2691041339,     24732921.1385652
        10.298706035,     22405376.3774304
       10.3315641452,      20080201.321592
       10.3680366475,     17781416.7656929
       10.4085211251,      15536729.587241
       10.4534588952,     13375380.0907405
         10.50333982,     11326539.4503196
       10.5587076465,     9417767.19819967
        10.620165934,     7673411.18353286
       10.6883846331,     6113014.45934419
       10.7641073891,      4749878.5324743
       10.8481596482,     3589968.49114431
       10.9414576559,     2631345.40606431
       11.0450184444,     1864272.99830431
       11.1599709196,     1272066.86602431
       11.2875681671,      832642.01942231
       11.4292011119,      520586.84416231
       11.5864136805,      309479.32656131
       11.7609196318,      174100.86806431
       11.9546212376,       92224.31123331
       12.1696300201,       45754.27596331
       12.4082897686,       21127.89132451
       12.6732020895,        9014.72090911
       12.9672547657,        3525.47212078
       13.2936532363,        1253.13704133
       13.6559555387,          401.4211564
       14.0581110943,         114.92818643
        14.504503761,          29.30067852
       14.9999996211,     7.24419565000017
       15.2317110533,     3.44509516000016
       15.4750080571,     1.58112175999986
       15.7304699111,    0.699220349999905
       15.9987048577,    0.297481590000189
       16.2803515518,    0.121561999999813
       16.5760805805,   0.0476326200000585
       16.8865960607,   0.0178665700000238
       17.2126373148,  0.00640403999977934
       17.5549806317,  0.00218966000011278
       17.9144411144, 0.000712900000053196
       18.2918746213, 0.000220609999814769
       18.6881798035, 6.47500000923174e-05
       19.1043002448, 1.79300000127114e-05
       19.5412267082, 4.43999988419819e-06
       19.9999994948,                    0

