------------------------------------------------------------
 Net Charge Density
------------------------------------------------------------
Position (um), Charge Density (C/cm3)
       9.99999974738,   -6.70815898536e-09
       10.0000001659,     0.00560699342025
       10.0000208413,     0.00560699179382
       10.0000425137,     0.00560699008918
        10.000066641,      0.0056069881917
        10.000092632,      0.0056069861479
       10.0001150737,     0.00560698438336
       10.0001427241,     0.00560698220943
       10.0001767922,     0.00560697953109
       10.0002187675,     0.00560697623117
       10.0002432783,     0.00560697430419
       10.0002704852,     0.00560697216513
        10.000300685,     0.00560696979057
       10.0003342066,     0.00560696715447
       10.0003714157,     0.00560696422785
       10.0004127178,     0.00560696097843
       10.0004585631,     0.00560695737028
       10.0005094514,     0.00560695336328
       10.0005659374,     0.00560694891267
       10.0006286369,     0.00560694396837
       10.0006982333,     0.00560693847426
       10.0007754853,     0.00560693236734
        10.000861235,     0.00560692557667
       10.0009564173,     0.00560691802209
       10.0010620695,     0.00560690961273
       10.0011793435,     0.00560690024503
       10.0013095176,     0.00560688980042
       10.0014540109,     0.00560687814219
       10.0016143985,      0.0056068651117
       10.0017924287,     0.00560685052325
       10.0019900422,     0.00560683415762
       10.0022093932,     0.00560681575332
       10.0024528728,     0.00560679499521
       10.0027231351,     0.00560677149912
       10.0030231263,     0.00560674479115
       10.0033561166,      0.0056067142796
       10.0037257358,      0.0056066792166
        10.004136013,     0.00560663864504
       10.0045914208,     0.00560659132504
       10.0050969235,     0.00560653563056
       10.0056580314,     0.00560646940319
       10.0062808612,     0.00560638974272
       10.0069722023,       0.005606292704
       10.0077395909,     0.00560617285256
       10.0085913923,     0.00560602260451
       10.0095368917,     0.00560583123193
       10.0105863962,     0.00560558334231
       10.0117513461,     0.00560525651781
       10.0130444406,     0.00560481759323
       10.0144797754,     0.00560421669533
        10.016072997,     0.00560337754981
        10.017841473,     0.00560218148502
       10.0198044814,     0.00560044067008
       10.0219834207,     0.00559785280405
       10.0244020433,     0.00559392368225
       10.0270867145,     0.00558783415613
       10.0300666994,     0.00557821168244
       10.0333744827,     0.00556274171945
       10.0370461221,     0.00553752178117
       10.0411216419,     0.00549603510088
       10.0456454689,     0.00542765147445
       10.0506669168,     0.00531577459998
        10.056240724,     0.00513637062376
         10.06242765,     0.00485881370531
       10.0692951379,     0.00445231169244
       10.0769180494,     0.00390048819717
       10.0853794812,     0.00322064538787
       10.0947716705,     0.00247400781329
       10.1051970006,     0.00175139364417
        10.116769117,     0.00113711769735
       10.1296141662,    0.000676537918804
       10.1438721708,    0.000369251742082
        10.159698556,    0.000185059817296
       10.1772658435,    8.51132276647e-05
       10.1967655326,    3.58259491751e-05
       10.2184101876,     1.3736052068e-05
       10.2424357545,    4.76702277718e-06
       10.2691041339,    1.48639779671e-06
        10.298706035,    4.13067673615e-07
       10.3315641452,    1.01453062882e-07
       10.3680366475,     2.1837470183e-08
       10.4085211251,    4.08535466836e-09
       10.4534588952,    6.58981022036e-10
         10.50333982,    9.09552970787e-11
       10.5587076465,    1.06635573421e-11
        10.620165934,    1.05220498995e-12
       10.6883846331,    8.44266202142e-14
       10.7641073891,    3.46633691887e-15
       10.8481596482,   -1.63524933744e-15
       10.9414576559,   -1.43941109343e-15
       11.0450184444,   -1.03116367708e-15
       11.1599709196,   -7.03511230384e-16
       11.2875681671,    -4.6021987341e-16
       11.4292011119,   -2.87731573883e-16
       11.5864136805,   -1.70981851496e-16
       11.7609196318,   -9.56594499559e-17
       11.9546212376,   -5.04660090319e-17
       12.1696300201,   -2.48563925082e-17
       12.4082897686,    -1.1298360231e-17
       12.6732020895,    -4.5193440924e-18
       12.9672547657,    -1.5064480308e-18
       13.2936532363,   -7.53224015401e-19
       13.6559555387,                    0
       14.0581110943,                    0
        14.504503761,                    0
       14.9999996211,                    0
       15.2317110533,                    0
       15.4750080571,                    0
       15.7304699111,                    0
       15.9987048577,                    0
       16.2803515518,                    0
       16.5760805805,                    0
       16.8865960607,                    0
       17.2126373148,                    0
       17.5549806317,                    0
       17.9144411144,                    0
       18.2918746213,                    0
       18.6881798035,                    0
       19.1043002448,                    0
       19.5412267082,                    0
       19.9999994948,    1.05451362156e-17

