------------------------------------------------------------
 Recombination Rate (at applied bias)
------------------------------------------------------------
Position (um), Recombination Rate (/cm3s)
        10.004136013,    4.63193101578e+21
       10.0045914208,     4.3687783636e+21
       10.0050969235,     4.0787574001e+21
       10.0056580314,    3.76455898967e+21
       10.0062808612,    3.43052359376e+21
       10.0069722023,    3.08257900846e+21
       10.0077395909,    2.72796961504e+21
       10.0085913923,    2.37478551107e+21
       10.0095368917,    2.03134550058e+21
       10.0105863962,    1.70552428967e+21
       10.0117513461,    1.40412810782e+21
       10.0130444406,    1.13240971776e+21
       10.0144797754,    8.93779697686e+20
        10.016072997,    6.89729400651e+20
        10.017841473,    5.19945408696e+20
       10.0198044814,     3.8257293506e+20
       10.0219834207,    2.74576600177e+20
       10.0244020433,    1.92147044297e+20
       10.0270867145,    1.31106395978e+20
       10.0300666994,    8.72724446308e+19
       10.0333744827,    5.67505183129e+19
       10.0370461221,    3.61341403426e+19
       10.0411216419,    2.26098754881e+19
       10.0456454689,    1.39759682832e+19
       10.0506669168,    8.59522738805e+18
        10.056240724,    5.30774714371e+18
         10.06242765,    3.32805675136e+18
       10.0692951379,    2.14570385789e+18
       10.0769180494,    1.44072970024e+18
       10.0853794812,     1.0184539574e+18
       10.0947716705,    7.62964311635e+17
       10.1051970006,    6.06051865383e+17
        10.116769117,    5.07583375956e+17
       10.1296141662,    4.43678771251e+17
       10.1438721708,    3.99878931235e+17
        10.159698556,    3.67319173275e+17
       10.1772658435,    3.40599667633e+17
       10.1967655326,    3.16549536357e+17
       10.2184101876,    2.93443242085e+17
       10.2424357545,    2.70463404823e+17
       10.2691041339,    2.47329083247e+17
        10.298706035,    2.24053639646e+17
       10.3315641452,    2.00801899662e+17
       10.3680366475,    1.77814066527e+17
       10.4085211251,     1.5536720739e+17
       10.4534588952,    1.33753724717e+17
         10.50333982,    1.13265329986e+17
       10.5587076465,    9.41776183421e+16
        10.620165934,    7.67340681344e+16
       10.6883846331,    6.11301097819e+16
       10.7641073891,    4.74987582776e+16
       10.8481596482,    3.58996644703e+16
       10.9414576559,    2.63134390786e+16
       11.0450184444,    1.86427193689e+16
       11.1599709196,     1.2720661418e+16
       11.2875681671,    8.32641545386e+15
       11.4292011119,    5.20586547789e+15
       11.5864136805,    3.09479150375e+15
       11.7609196318,    1.74100768949e+15
       11.9546212376,      922242587305000
       12.1696300201,      457542499157000
       12.4082897686,      211278792966000
       12.6732020895,       90147157771300
       12.9672547657,       35254701137500
       13.2936532363,       12531363279300
       13.6559555387,        4014209278730
       14.0581110943,        1149281209940
        14.504503761,         293006618311
       14.9999996211,        72441915215.5
       15.2317110533,        34450931920.3
       15.4750080571,        15811208556.1
       15.7304699111,        6992199437.35
       15.9987048577,        2974814117.07
       16.2803515518,        1215619273.43
       16.5760805805,        476325910.869
       16.8865960607,        178665533.194
       17.2126373148,        64040333.7118
       17.5549806317,        21896546.8564
       17.9144411144,        7128984.32864
       18.2918746213,        2206033.80371
       18.6881798035,        647470.162583
       19.1043002448,         179287.23017
       19.5412267082,        44364.5770505
       19.9999994948,     -0.0420405404042

