------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       9.99946807835,       -95595.0983768
       9.99974072913,       -97039.0232912
       9.99999974738,       -98342.9916512
       10.0000001659,       -98343.8646545
       10.0000006305,       -98343.5869908
       10.0000011463,       -98343.2787907
       10.0000017187,       -98342.9366947
       10.0000023541,       -98342.5569772
       10.0000030594,        -98342.135503
       10.0000038423,       -98341.6676791
       10.0000047113,       -98341.1484107
       10.0000056759,       -98340.5720441
       10.0000067466,       -98339.9323024
       10.0000079351,       -98339.2222198
       10.0000092543,       -98338.4340662
       10.0000107186,       -98337.5592632
        10.000012344,       -98336.5882901
       10.0000141482,       -98335.5105811
       10.0000161508,       -98334.3144116
       10.0000183738,       -98332.9867721
       10.0000208413,       -98331.5132258
       10.0000235801,       -98329.8777532
       10.0000266203,       -98328.0625803
       10.0000299949,        -98326.047987
