x [mm],u(x) [mm],nr [#/s],u(nr) [#/s]
170.0,0.028,0.8971573466666667,0.05477368942256815
340.0,0.056,0.8702799999999999,0.05395609302750564
510.0,0.084,0.6639736266666666,0.04714138497481057
680.0,0.112,0.5069466666666667,0.041231716972304225
850.0,0.14,0.5170993333333334,0.041633991605938094
