x [mm],u(x) [mm],nr [#/s],u(nr) [#/s]
4.800000000000001,0.042,2.886140888888889,0.12670335980883946
9.600000000000001,0.084,2.530687111111111,0.11864833233316488
14.4,0.126,2.064147666666667,0.1071620925304618
19.200000000000003,0.168,2.2089907407407408,0.11084450486785385
24.0,0.21,2.0478796296296293,0.10672902343212425
28.8,0.252,1.5534351851851853,0.09296903233299894
32.0,0.28,1.3757422222222222,0.08749465347539295
