Tiempo,Valor,Diferencia,Archivo
5370,1094,7,ocr_input_5370s.png
5371,1101,9,ocr_input_5371s.png
5372,1110,9,ocr_input_5372s.png
5373,1119,5,ocr_input_5373s.png
5374,1124,7,ocr_input_5374s.png
5375,1131,5,ocr_input_5375s.png
5376,1136,3,ocr_input_5376s.png
5377,1139,7,ocr_input_5377s.png
5378,1146,6,ocr_input_5378s.png
5379,1152,10,ocr_input_5379s.png
5380,1162,7,ocr_input_5380s.png
5381,1169,8,ocr_input_5381s.png
5382,1177,12,ocr_input_5382s.png
5383,1189,8,ocr_input_5383s.png
5384,1197,11,ocr_input_5384s.png
5385,1208,7,ocr_input_5385s.png
5386,1215,9,ocr_input_5386s.png
5387,1224,8,ocr_input_5387s.png
5388,1232,6,ocr_input_5388s.png
5389,1238,4,ocr_input_5389s.png
5390,1242,2,ocr_input_5390s.png
5391,1244,6,ocr_input_5391s.png
5392,1250,9,ocr_input_5392s.png
5393,1259,8,ocr_input_5393s.png
5394,1267,14,ocr_input_5394s.png
5395,1281,9,ocr_input_5395s.png
5396,1290,12,ocr_input_5396s.png
5397,1302,6,ocr_input_5397s.png
5398,1308,10,ocr_input_5398s.png
5399,1318,10,ocr_input_5399s.png
5400,1328,12,ocr_input_5400s.png
5401,1340,4,ocr_input_5401s.png
5402,1344,5,ocr_input_5402s.png
5403,1349,5,ocr_input_5403s.png
5404,1354,5,ocr_input_5404s.png
5405,1359,4,ocr_input_5405s.png
5406,1363,6,ocr_input_5406s.png
5407,1369,9,ocr_input_5407s.png
5408,1378,8,ocr_input_5408s.png
5409,1386,6,ocr_input_5409s.png
5410,1392,12,ocr_input_5410s.png
5411,1404,8,ocr_input_5411s.png
5412,1412,9,ocr_input_5412s.png
5413,1421,8,ocr_input_5413s.png
5414,1429,9,ocr_input_5414s.png
5415,1438,12,ocr_input_5415s.png
5416,1450,13,ocr_input_5416s.png
5417,1463,6,ocr_input_5417s.png
5418,1469,3,ocr_input_5418s.png
5419,1472,5,ocr_input_5419s.png
5420,1477,6,ocr_input_5420s.png
5421,1483,9,ocr_input_5421s.png
5422,1492,8,ocr_input_5422s.png
5423,1500,12511,ocr_input_5423s.png
5424,14011,-12495,ocr_input_5424s.png
5425,1516,9,ocr_input_5425s.png
5426,1525,5,ocr_input_5426s.png
5427,1530,5,ocr_input_5427s.png
5428,1535,8,ocr_input_5428s.png
5429,1543,5,ocr_input_5429s.png
5430,1548,8,ocr_input_5430s.png
5431,1556,10,ocr_input_5431s.png
5432,1566,7,ocr_input_5432s.png
5433,1573,5,ocr_input_5433s.png
5434,1578,8,ocr_input_5434s.png
5435,1586,11,ocr_input_5435s.png
5436,1597,8,ocr_input_5436s.png
5437,1605,9,ocr_input_5437s.png
5438,1614,13,ocr_input_5438s.png
5439,1627,9,ocr_input_5439s.png
5440,1636,6,ocr_input_5440s.png
5441,1642,14868,ocr_input_5441s.png
5442,16510,-14855,ocr_input_5442s.png
5443,1655,8,ocr_input_5443s.png
5444,1663,12,ocr_input_5444s.png
5445,1675,6,ocr_input_5445s.png
5446,1681,9,ocr_input_5446s.png
5447,1690,11,ocr_input_5447s.png
5448,1701,6,ocr_input_5448s.png
5449,1707,3,ocr_input_5449s.png
5450,1710,8,ocr_input_5450s.png
5451,1718,6,ocr_input_5451s.png
5452,1724,4,ocr_input_5452s.png
5453,1728,7,ocr_input_5453s.png
5454,1735,8,ocr_input_5454s.png
5455,1743,4,ocr_input_5455s.png
5456,1747,10,ocr_input_5456s.png
5457,1757,12,ocr_input_5457s.png
5458,1769,14,ocr_input_5458s.png
5459,1783,5,ocr_input_5459s.png
5460,1788,8,ocr_input_5460s.png
5461,1796,52,ocr_input_5461s.png
5462,1848,12171,ocr_input_5462s.png
5463,14019,-3996,ocr_input_5463s.png
5464,10023,-8195,ocr_input_5464s.png
5465,1828,8,ocr_input_5465s.png
5466,1836,9,ocr_input_5466s.png
5467,1845,7,ocr_input_5467s.png
5468,1852,6,ocr_input_5468s.png
5469,1858,-788,ocr_input_5469s.png
5470,1070,808,ocr_input_5470s.png
5471,1878,5,ocr_input_5471s.png
5472,1883,7,ocr_input_5472s.png
5473,1890,8,ocr_input_5473s.png
5474,1898,7,ocr_input_5474s.png
5475,1905,5,ocr_input_5475s.png
5476,1910,4,ocr_input_5476s.png
5477,1914,9,ocr_input_5477s.png
5478,1923,6,ocr_input_5478s.png
5479,1929,4,ocr_input_5479s.png
5480,1933,13,ocr_input_5480s.png
5481,1946,4,ocr_input_5481s.png
5482,1950,0,ocr_input_5482s.png
