------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       9.99482964608,       -47903.8626932
       9.99533421848,       -48174.6320668
       9.99581356226,       -48431.8653584
       9.99626893885,       -48676.2390224
       9.99670154661,       -48908.3957532
       9.99711252398,       -49128.9461611
       9.99750295249,       -49338.4703656
       9.99787385957,       -49537.5195127
       9.99822622129,       -49726.6172174
       9.99856096493,       -49906.2609347
       9.99887897139,       -50076.9232644
       9.99918107752,       -50239.0531902
       9.99946807835,       -50393.0772585
       9.99974072913,       -50539.4006979
       9.99999974738,       -50608.9045475
       10.0000001659,       -50608.7922321
       10.0000006305,       -50608.5428919
       10.0000011463,       -50608.2661244
       10.0000017187,       -50607.9589123
       10.0000023541,       -50607.6179067
       10.0000030594,       -50607.2393907
       10.0000038423,        -50606.819238
       10.0000047113,       -50606.3528685
       10.0000056759,       -50605.8351982
       10.0000067466,       -50605.2605842
       10.0000079351,       -50604.6227629
       10.0000092543,        -50603.914781
       10.0000107186,       -50603.1289212
        10.000012344,       -50602.2566168
       10.0000141482,        -50601.288359
       10.0000161508,       -50600.2135929
       10.0000183738,       -50599.0206025
       10.0000208413,       -50597.6963832
       10.0000235801,       -50596.2264999
       10.0000266203,       -50594.5949294
       10.0000299949,       -50592.7838863
       10.0000337407,       -50590.7736285
       10.0000378985,       -50588.5422425
       10.0000425137,       -50586.0654043
       10.0000476366,       -50583.3161139
       10.0000533229,       -50580.2644019
       10.0000596348,       -50576.8770018
        10.000066641,       -50573.1169881
       10.0000744178,       -50568.9433733
       10.0000830502,       -50564.3106614
        10.000092632,       -50559.1683518
       10.0001032679,       -50553.4603891
       10.0001150737,       -50547.1245514
       10.0001281782,       -50540.0917727
       10.0001427241,         -50532.28539
       10.0001588701,        -50523.620307
       10.0001767922,       -50514.0020672
       10.0001966857,       -50503.3258238
       10.0002187675,       -50491.4751972
       10.0002432783,       -50478.3210059
       10.0002704852,       -50463.7198588
        10.000300685,       -50447.5125922
       10.0003342066,       -50429.5225342
       10.0003714157,       -50409.5535797
       10.0004127178,       -50387.3880525
       10.0004585631,       -50362.7843323
       10.0005094514,       -50335.4742214
       10.0005659374,       -50305.1600212
       10.0006286369,       -50271.5112872
       10.0006982333,       -50234.1612272
       10.0007754853,       -50192.7027035
        10.000861235,       -50146.6837951
       10.0009564173,       -50095.6028721
       10.0010620695,       -50038.9031283
       10.0011793435,       -49975.9665125
       10.0013095176,       -49906.1069924
       10.0014540109,       -49828.5630778
       10.0016143985,       -49742.4895222
       10.0017924287,       -49646.9481108
       10.0019900422,       -49540.8974369
       10.0022093932,       -49423.1815539
       10.0024528728,         -49292.51738
       10.0027231351,       -49147.4807194
       10.0030231263,       -48986.4907469
       10.0033561166,       -48807.7927893
       10.0037257358,       -48609.4392163
        10.004136013,       -48389.2682353
       10.0045914208,        -48144.880362
       10.0050969235,       -47873.6123147
       10.0056580314,       -47572.5080563
       10.0062808612,       -47238.2866778
       10.0069722023,        -46867.306794
       10.0077395909,       -46455.5270883
       10.0085913923,       -45998.4626255
       10.0095368917,       -45491.1365299
       10.0105863962,       -44928.0266263
       10.0117513461,       -44303.0066744
       10.0130444406,       -43609.2819155
       10.0144797754,       -42839.3188599
        10.016072997,       -41984.7696676
        10.017841473,       -41036.3923133
       10.0198044814,       -39983.9693532
       10.0219834207,       -38816.2312546
       10.0244020433,       -37520.7962989
       10.0270867145,       -36084.1507059
       10.0300666994,       -34491.7148507
       10.0333744827,       -32728.0832263
       10.0370461221,       -30777.6019436
       10.0411216419,       -28625.5784121
       10.0456454689,       -26260.6190248
       10.0506669168,       -23678.8330635
        10.056240724,       -20890.7490951
         10.06242765,       -17931.2773332
       10.0692951379,       -14871.0862375
       10.0769180494,       -11823.8829554
       10.0853794812,       -8940.24016108
       10.0947716705,       -6380.57834926
       10.1051970006,       -4272.40526327
        10.116769117,       -2672.71705816
       10.1296141662,       -1557.80896193
       10.1438721708,       -844.214342958
        10.159698556,        -424.37403112
       10.1772658435,       -197.233207815
       10.1967655326,       -84.3723978197
       10.2184101876,       -33.0333318134
       10.2424357545,       -11.7585063267
       10.2691041339,       -3.77740718943
        10.298706035,       -1.08649560425
