-5.750020479021E+02   1.075143377865E+03  -1.650145425767E+03
-5.750030714785E+02   1.075240516663E+03  -1.650243588142E+03
-5.750074235580E+02   1.075454426700E+03  -1.650461850258E+03
-5.750097271975E+02   1.075784777134E+03  -1.650794504332E+03
-5.750122876879E+02   1.076230916033E+03  -1.651243203721E+03
-5.750163838020E+02   1.076791843807E+03  -1.651808227609E+03
-5.750238069401E+02   1.077466218853E+03  -1.652490025793E+03
-5.750284149377E+02   1.078252332697E+03  -1.653280747634E+03
-5.750389106441E+02   1.079148064634E+03  -1.654186975278E+03
-5.750473585891E+02   1.080150935931E+03  -1.655198294520E+03
-5.750550383267E+02   1.081257984801E+03  -1.656313023128E+03
-5.750645106400E+02   1.082465773397E+03  -1.657530284037E+03
-5.750755189547E+02   1.083770370263E+03  -1.658845889218E+03
-5.750903671665E+02   1.085167219901E+03  -1.660257587068E+03
-5.751041915787E+02   1.086651196584E+03  -1.661755388163E+03
-5.751116165179E+02   1.088216449546E+03  -1.663328066064E+03
-5.751256972339E+02   1.089856387424E+03  -1.664982084658E+03
-5.751367061018E+02   1.091563664178E+03  -1.666700370280E+03
-5.751495068018E+02   1.093330079360E+03  -1.668479586162E+03
-5.751658917993E+02   1.095146453705E+03  -1.670312345505E+03
-5.751804856636E+02   1.097002540947E+03  -1.672183026611E+03
-5.751922632012E+02   1.098887030018E+03  -1.674079293219E+03
-5.752066011568E+02   1.100787439456E+03  -1.675994040613E+03
-5.752219633974E+02   1.102690037477E+03  -1.677912000875E+03
-5.752301584140E+02   1.104579711345E+03  -1.679809869759E+03
-5.752427057858E+02   1.106439952837E+03  -1.681682658623E+03
-5.752529489897E+02   1.108252833427E+03  -1.683505782417E+03
-5.752657525902E+02   1.109998942814E+03  -1.685264695404E+03
-5.752754848722E+02   1.111657341521E+03  -1.686932826393E+03
-5.752877772795E+02   1.113205683366E+03  -1.688493460646E+03
-5.752969982309E+02   1.114620188642E+03  -1.689917186873E+03
-5.753118511559E+02   1.115875836745E+03  -1.691187687901E+03
-5.753269600890E+02   1.116946454935E+03  -1.692273415024E+03
-5.753425815501E+02   1.117805022036E+03  -1.693147603586E+03
-5.753548754653E+02   1.118423861611E+03  -1.693778737077E+03
-5.753684494057E+02   1.118775027322E+03  -1.694143476728E+03
-5.753753674982E+02   1.118830646598E+03  -1.694206014096E+03
-5.753827977602E+02   1.118563346220E+03  -1.693946143981E+03
-5.753909961309E+02   1.117946618869E+03  -1.693337615000E+03
-5.754009863190E+02   1.116955217062E+03  -1.692356203381E+03
-5.754114882108E+02   1.115565487416E+03  -1.690976975626E+03
-5.754173821082E+02   1.113755583367E+03  -1.689172965475E+03
-5.754255798300E+02   1.111505642320E+03  -1.686931222150E+03
-5.754296819920E+02   1.108797833346E+03  -1.684227515338E+03
-5.754340397415E+02   1.105616488111E+03  -1.681050527852E+03
-5.754350694422E+02   1.101948158094E+03  -1.677383227536E+03
-5.754391706423E+02   1.097781825122E+03  -1.673220995765E+03
-5.754440393896E+02   1.093109209728E+03  -1.668553249117E+03
-5.754458361625E+02   1.087925427844E+03  -1.663371264007E+03
-5.754514716240E+02   1.082229869394E+03  -1.657681341018E+03
-5.754555700636E+02   1.076027393718E+03  -1.651482963782E+03
-5.754558275855E+02   1.069329699826E+03  -1.644785527411E+03
-5.754614593738E+02   1.062156810717E+03  -1.637618270090E+03
-5.754624816496E+02   1.054538537054E+03  -1.630001018704E+03
-5.754716932582E+02   1.046515725402E+03  -1.621987418660E+03
-5.754773197116E+02   1.038141170551E+03  -1.613618490263E+03
-5.754821755124E+02   1.029479917013E+03  -1.604962092526E+03
-5.754790941738E+02   1.020608978888E+03  -1.596088073062E+03
-5.754806190026E+02   1.011616219246E+03  -1.587096838249E+03
-5.754800944335E+02   1.002598545328E+03  -1.578078639761E+03
-5.754821293244E+02   9.936593485203E+02  -1.569141477845E+03
-5.754844195662E+02   9.849053535180E+02  -1.560389773084E+03
-5.754851745444E+02   9.764431464123E+02  -1.551928320957E+03
-5.754846506553E+02   9.683755524368E+02  -1.543860203092E+03
-5.754892476031E+02   9.607982153746E+02  -1.536287462978E+03
-5.754864229459E+02   9.537965203854E+02  -1.529282943331E+03
-5.754876955612E+02   9.474431582468E+02  -1.522930853808E+03
-5.754907621942E+02   9.417963462662E+02  -1.517287108460E+03
-5.754912711930E+02   9.368989062863E+02  -1.512390177479E+03
-5.754915266227E+02   9.327780922206E+02  -1.508269618843E+03
-5.754945997368E+02   9.294460921702E+02  -1.504940691907E+03
-5.754981867241E+02   9.269010924570E+02  -1.502399279181E+03
-5.754963991403E+02   9.251287803758E+02  -1.500625179516E+03
-5.754984524543E+02   9.241040518917E+02  -1.499602504346E+03
-5.754935950490E+02   9.237928947645E+02  -1.499286489813E+03
-5.754943699283E+02   9.241540504395E+02  -1.499648420368E+03
-5.754946335377E+02   9.251406984081E+02  -1.500635331946E+03
-5.754951533070E+02   9.267018520132E+02  -1.502197005320E+03
-5.755018167870E+02   9.287836247163E+02  -1.504285441503E+03
-5.755061761454E+02   9.313303948543E+02  -1.506836571000E+03
-5.755072076968E+02   9.342858912684E+02  -1.509793098965E+03
-5.755077266373E+02   9.375942087993E+02  -1.513101935437E+03
-5.755044055888E+02   9.412008384314E+02  -1.516705244020E+03
-5.755021080127E+02   9.450536357523E+02  -1.520555743765E+03
-5.755039054901E+02   9.491036514298E+02  -1.524607556920E+03
-5.755057019556E+02   9.533058374052E+02  -1.528811539361E+03
-5.755059621785E+02   9.576194498357E+02  -1.533125412014E+03
