------------------------------------------------------------
 Electrostatic Potential
------------------------------------------------------------
Position (um), Potential (V)
                   0,                    0
      0.487971470245,                    0
      0.951544366978,                    0
       1.39193861887,                    0
       1.81031315818,                    0
       2.20776897051,                    0
       2.58535199223,                    0
       2.94405586287,                    0
       3.28482453997,                    0
       3.60855478322,                    0
        3.9160985143,                    0
       4.20826505883,                    0
       4.48582327613,                    0
       4.74950358257,                    0
       4.99999987369,                    0
       5.25024593471,                    0
       5.48797969268,                    0
       5.71382676274,                    0
       5.92838147931,                    0
       6.13220846005,                    0
       6.32584409175,                    0
       6.50979794186,                    0
       6.68455409947,                    0
        6.8505724492,                    0
       7.00828988145,                    0
       7.15812144208,                    0
       7.30046142468,                    0
       7.43568440815,                    0
       7.56414624244,                    0
       7.68618498502,                    0
       7.80212179047,                    0
       7.91226175565,                    0
       8.01689472257,                    0
       8.11629604115,                    0
       8.21072729379,                    0
       8.30043698381,                    0
       8.38566118932,                    0
       8.46662418456,                    0
       8.54353903003,                    0
       8.61660813323,                    0
       8.68602378128,                    0
       8.75196864691,                    0
       8.81461626927,                    0
       8.87413151051,                    0
       8.93067098969,                    0
       8.98438349491,                    0
       9.03541037487,                    0
       9.08388591083,                    0
       9.12993766999,                    0
       9.17368684119,                    0
       9.21524855383,                    0
       9.25473218085,                    0
       9.29224162651, 9.99977878279878e-13
       9.32787559988, 9.99977878279878e-13
       9.36172787459, 2.00001126771099e-12
       9.39388753557, 7.00001168141284e-12
       9.42443921349, 2.40000241902294e-11
       9.45346330752, 8.20000178869407e-11
       9.48103619685, 2.68000011072189e-10
       9.50723044171,  8.3700002484477e-10
       9.53211497433, 2.48100001654095e-09
       9.55575528031, 6.99600000153566e-09
         9.578213571, 1.88020000124745e-08
       9.59954894715, 4.82540000179554e-08
        9.6198175545,   1.184689999989e-07
       9.63907273148,  2.7875800001631e-07
       9.65736514961, 6.29771000015822e-07
       9.67474294683, 1.36844199999375e-06
       9.69125185419, 2.86480900002495e-06
       9.70693531618, 5.78765900000056e-06
       9.72183460508, 1.13015129999949e-05
       9.73598892953, 2.13628449999836e-05
       9.74943553775, 3.91476620000275e-05
       9.76220981557, 6.96439749999778e-05
       9.77434537949, 0.000120439317999987
       9.78587416522, 0.000202722924000032
       9.79682651166, 0.000332501671000018
       9.80723124078, 0.000531995532000007
       9.81711573345,  0.00083112929000001
       9.82650600148,  0.00126897119899999
       9.83542675611,  0.00189488844500002
       9.84390147301,  0.00276910326800001
       9.85195245406,  0.00396226489500001
       9.85960088606,  0.00555363950100002
       9.86686689646,  0.00762761441800003
       9.87376960634,       0.010268459348
       9.88032718072,       0.013553690112
       9.88655687639,       0.017546860145
       9.89247508728,       0.022290988514
       9.89809738761,       0.027803913271
       9.90343857294,       0.034076517642
       9.90851269899,       0.041074094352
       9.91333311875,       0.048740356727
       9.91791251751,       0.057003075886
       9.92226294634,       0.065780183379
       9.92639585373,       0.074985385885
       9.93032211574,       0.084532720721
       9.93405206466,       0.094339859321
       9.93759551613,       0.104330235642
       9.94096179503,       0.114434215563
       9.94415975998,        0.12458955981
       9.94719782668,       0.134741409493
       9.95008399005,       0.144841975349
       9.95282584525,       0.154850061299
       9.95543060769,       0.164730510163
       9.95790513201,       0.174453627188
       9.96025593011,       0.183994614627
       9.96248918831,       0.193333035823
        9.9646107836,       0.202452317928
       9.96662629912,       0.211339296731
       9.96854103887,       0.219983803792
       9.97036004163,       0.228378294255
       9.97208809425,       0.236517512786
       9.97372974424,       0.244398194692
       9.97528931173,       0.252018799178
       9.97677090085,       0.259379271757
       9.97817841051,       0.266480833018
       9.97951554469,       0.273325791114
       9.98078582215,       0.279917375591
       9.98199258575,       0.286259590348
       9.98313901117,      0.2923570837582
       9.98422811531,      0.2982150341357
       9.98526276425,      0.3038390489443
       9.98624568074,       0.309235076274
        9.9871794514,      0.3144093272771
       9.98806653354,      0.3193682083788
       9.98890926156,      0.3241182622018
       9.98970985319,      0.3286661162498
       9.99047041523,       0.333018438496
       9.99119294917,      0.3371818991062
       9.99187935642,      0.3411631376107
        9.9925314433,      0.3449687349069
       9.99315092584,       0.348605189541
       9.99373943425,      0.3520788977729
       9.99429851724,      0.3553961369837
       9.99482964608,      0.3585630520289
       9.99533421848,      0.3615856441835
       9.99581356226,      0.3644697623647
       9.99626893885,      0.3672210963478
       9.99670154661,      0.3698451717268
       9.99711252398,      0.3723473463934
       9.99750295249,      0.3747328083358
       9.99787385957,      0.3770065745797
       9.99822622129,      0.3791734911143
       9.99856096493,     0.38123823366131
       9.99887897139,     0.38320530916626
       9.99918107752,     0.38507905789808
       9.99946807835,     0.38686365606296
       9.99974072913,     0.38856311884457
       9.99999974738,    0.390181303796058
       10.0000001659,    0.390183918717651
       10.0000006305,    0.390186821269619
       10.0000011463,    0.390190043088726
       10.0000017187,    0.390193619291228
       10.0000023541,    0.390197588855411
       10.0000030594,    0.390201995046276
       10.0000038423,    0.390206885886876
       10.0000047113,    0.390212314681414
       10.0000056759,    0.390218340595901
       10.0000067466,    0.390225029302507
       10.0000079351,    0.390232453694788
       10.0000092543,    0.390240694681441
       10.0000107186,    0.390249842067267
        10.000012344,    0.390259995530768
       10.0000141482,    0.390271265709218
       10.0000161508,    0.390283775402724
       10.0000183738,    0.390297660910461
       10.0000208413,    0.390313073513502
       10.0000235801,    0.390330181120231
       10.0000266203,    0.390349170092251
       10.0000299949,    0.390370247270316
       10.0000337407,    0.390393642222286
       10.0000378985,    0.390419609737175
       10.0000425137,    0.390448432592222
       10.0000476366,    0.390480424622696
       10.0000533229,    0.390515934127169
       10.0000596348,    0.390555347645009
        10.000066641,    0.390599094145986
       10.0000744178,     0.39064764967714
       10.0000830502,     0.39070154251576
        10.000092632,     0.39076135888346
       10.0001032679,      0.3908277492815
       10.0001150737,     0.39090143551395
       10.0001281782,     0.39098321847251
       10.0001427241,     0.39107398676401
       10.0001588701,     0.39117472627009
       10.0001767922,     0.39128653073807
       10.0001966857,     0.39141061351102
       10.0002187675,     0.39154832051723
       10.0002432783,     0.39170114464962
       10.0002704852,     0.39187074167948
        10.000300685,     0.39205894786211
       10.0003342066,     0.39226779940691
       10.0003714157,     0.39249955400023
       10.0004127178,     0.39275671458616
       10.0004585631,     0.39304205562826
       10.0005094514,     0.39335865209369
       10.0005659374,     0.39370991142058
       10.0006286369,     0.39409960874952
       10.0006982333,     0.39453192571912
       10.0007754853,     0.39501149314597
        10.000861235,      0.3955434379269
       10.0009564173,     0.39613343451882
       10.0010620695,     0.39678776136405
       10.0011793435,     0.39751336263927
       10.0013095176,     0.39831791570831
       10.0014540109,     0.39920990465372
       10.0016143985,      0.4001987002444
       10.0017924287,       0.401294646664
       10.0019900422,      0.4025091552709
       10.0022093932,      0.4038548055813
       10.0024528728,      0.4053454535531
       10.0027231351,      0.4069963470881
       10.0030231263,      0.4088242484604
       10.0033561166,      0.4108475630885
       10.0037257358,      0.4130864736977
        10.004136013,      0.4155630784281
       10.0045914208,      0.4183015308126
       10.0050969235,      0.4213281787394
       10.0056580314,      0.4246716984778
       10.0062808612,       0.428363218529
       10.0069722023,      0.4324364264021
       10.0077395909,      0.4369276493092
       10.0085913923,      0.4418758971342
       10.0095368917,      0.4473228527067
       10.0105863962,      0.4533127902608
       10.0117513461,      0.4598923977578
       10.0130444406,      0.4671104722727
       10.0144797754,      0.4750174495597
        10.016072997,      0.4836647188615
        10.017841473,        0.49310366153
       10.0198044814,        0.50338433653
       10.0219834207,       0.514553716689
       10.0244020433,        0.52665335587
       10.0270867145,       0.539716338082
       10.0300666994,       0.553763324081
       10.0333744827,       0.568797468666
       10.0370461221,       0.584797933526
       10.0411216419,       0.601711671591
       10.0456454689,       0.619443127394
       10.0506669168,       0.637841536696
        10.056240724,       0.656685759667
         10.06242765,       0.675667398887
       10.0692951379,       0.694375109906
       10.0769180494,       0.712287810346
       10.0853794812,       0.728792793091
       10.0947716705,       0.743252646812
       10.1051970006,        0.75513637939
        10.116769117,       0.764183828393
       10.1296141662,         0.7705087091
       10.1438721708,       0.774553262498
        10.159698556,       0.776918673477
       10.1772658435,       0.778184821002
       10.1967655326,       0.778804773087
       10.2184101876,       0.779081664834
       10.2424357545,       0.779193914376
       10.2691041339,       0.779234945915
        10.298706035,       0.779248367114
       10.3315641452,       0.779252263316
       10.3680366475,       0.779253258748
       10.4085211251,       0.779253480701
       10.4534588952,        0.77925352354
         10.50333982,       0.779253530642
       10.5587076465,       0.779253531646
        10.620165934,       0.779253531766
       10.6883846331,       0.779253531778
       10.7641073891,       0.779253531779
       10.8481596482,        0.77925353178
       10.9414576559,        0.77925353178
       11.0450184444,        0.77925353178
       11.1599709196,        0.77925353178
       11.2875681671,        0.77925353178
       11.4292011119,        0.77925353178
       11.5864136805,        0.77925353178
       11.7609196318,        0.77925353178
       11.9546212376,        0.77925353178
       12.1696300201,        0.77925353178
       12.4082897686,        0.77925353178
       12.6732020895,        0.77925353178
       12.9672547657,        0.77925353178
       13.2936532363,        0.77925353178
       13.6559555387,        0.77925353178
       14.0581110943,        0.77925353178
        14.504503761,        0.77925353178
       14.9999996211,        0.77925353178
       15.2317110533,        0.77925353178
       15.4750080571,        0.77925353178
       15.7304699111,        0.77925353178
       15.9987048577,        0.77925353178
       16.2803515518,        0.77925353178
       16.5760805805,        0.77925353178
       16.8865960607,        0.77925353178
       17.2126373148,        0.77925353178
       17.5549806317,        0.77925353178
       17.9144411144,        0.77925353178
       18.2918746213,        0.77925353178
       18.6881798035,        0.77925353178
       19.1043002448,        0.77925353178
       19.5412267082,        0.77925353178
       19.9999994948,        0.77925353178

------------------------------------------------------------
 Electrostatic Potential (#2)
------------------------------------------------------------
Position (um), Potential (V)
      0.487971470245,                    0
      0.951544366978,                    0
       1.39193861887,                    0
       1.81031315818,                    0
       2.20776897051,                    0
       2.58535199223,                    0
       2.94405586287,                    0
       3.28482453997,                    0
       3.60855478322,                    0
        3.9160985143,                    0
       4.20826505883,                    0
       4.48582327613,                    0
       4.74950358257,                    0
       4.99999987369,                    0
       5.25024593471,                    0
       5.48797969268,                    0
       5.71382676274,                    0
       5.92838147931,                    0
       6.13220846005,                    0
       6.32584409175,                    0
       6.50979794186,                    0
       6.68455409947,                    0
        6.8505724492,                    0
       7.00828988145,                    0
       7.15812144208,                    0
       7.30046142468,                    0
       7.43568440815,                    0
       7.56414624244,                    0
       7.68618498502,                    0
       7.80212179047,                    0
       7.91226175565,                    0
       8.01689472257,                    0
       8.11629604115,                    0
       8.21072729379,                    0
       8.30043698381,                    0
       8.38566118932,                    0
       8.46662418456,                    0
       8.54353903003,                    0
       8.61660813323,                    0
       8.68602378128,                    0
       8.75196864691,                    0
       8.81461626927,                    0
       8.87413151051,                    0
       8.93067098969,                    0
       8.98438349491,                    0
       9.03541037487,                    0
       9.08388591083,                    0
       9.12993766999,                    0
       9.17368684119,                    0
       9.21524855383,                    0
       9.25473218085,                    0
       9.29224162651,                    0
       9.32787559988,                    0
       9.36172787459,                    0
       9.39388753557,                    0
       9.42443921349,                    0
       9.45346330752,                    0
       9.48103619685,                    0
       9.50723044171,                    0
       9.53211497433,                    0
       9.55575528031,                    0
         9.578213571,                    0
       9.59954894715,                    0
        9.6198175545,                    0
       9.63907273148,                    0
       9.65736514961,                    0
       9.67474294683,                    0
       9.69125185419,                    0
       9.70693531618,                    0
       9.72183460508,                    0
       9.73598892953,                    0
       9.74943553775,                    0
       9.76220981557,                    0
       9.77434537949,                    0
       9.78587416522,                    0
       9.79682651166,                    0
       9.80723124078,                    0
       9.81711573345,                    0
       9.82650600148,                    0
       9.83542675611,                    0
       9.84390147301,                    0
       9.85195245406,                    0
       9.85960088606,                    0
       9.86686689646,                    0
       9.87376960634,                    0
       9.88032718072, 1.57123634075454e-05
       9.88655687639,  0.00131346248297394
       9.89247508728,  0.00447636888412026
       9.89809738761,  0.00922299446792694
       9.90343857294,   0.0153043215126514
       9.90851269899,   0.0225003417217771
       9.91333311875,   0.0306169914190019
       9.91791251751,   0.0394833971171426
       9.92226294634,   0.0489494011739613
       9.92639585373,   0.0588833390944623
       9.93032211574,   0.0691700438325633
       9.93405206466,   0.0797090543877572
       9.93759551613,    0.090413007930128
       9.94096179503,    0.101206197713997
       9.94415975998,    0.112023279593629
       9.94719782668,    0.122808112689687
       9.95008399005,    0.133512720449961
       9.95282584525,    0.144096360028577
       9.95543060769,    0.154524689274415
       9.95790513201,    0.164769021227035
       9.96025593011,    0.174805657357682
       9.96248918831,    0.184615291718785
        9.9646107836,    0.194182478451234
       9.96662629912,    0.203495156587047
       9.96854103887,    0.212544226159671
       9.97036004163,    0.221323170089341
       9.97208809425,    0.229827717694837
       9.97372974424,    0.238055545096009
       9.97528931173,     0.24600600884643
       9.97677090085,    0.253679909451749
       9.97817841051,    0.261079281423372
       9.97951554469,    0.268207207503969
       9.98078582215,    0.275067653950183
       9.98199258575,    0.281665325492496
       9.98313901117,    0.288005536689871
       9.98422811531,     0.29409409924382
       9.98526276425,    0.299937222884076
       9.98624568074,    0.305541428055617
        9.9871794514,    0.310913469988286
       9.98806653354,    0.316060272363504
       9.98890926156,    0.320988869168049
       9.98970985319,    0.325706355194857
       9.99047041523,    0.330219842265777
       9.99119294917,    0.334536422539444
       9.99187935642,    0.338663136550523
        9.9925314433,    0.342606946160798
       9.99315092584,    0.346374712103544
       9.99373943425,    0.349973174707719
       9.99429851724,    0.353408938376292
       9.99482964608,     0.35668845869121
       9.99533421848,    0.359818032214472
       9.99581356226,    0.362803788425184
       9.99626893885,    0.365651683699744
       9.99670154661,    0.368367496967189
       9.99711252398,    0.370956826824286
       9.99750295249,    0.373425090049529
       9.99787385957,    0.375777520911218
       9.99822622129,    0.378019171887171
       9.99856096493,      0.3801549149827
       9.99887897139,    0.382189443540079
       9.99918107752,    0.384127274899629
       9.99946807835,    0.385972753653541
       9.99974072913,    0.387730054790825
       9.99999974738,    0.389403187908487
       10.0000208413,    0.389539579771067
       10.0000425137,    0.389679687167868
        10.000066641,    0.389835635299108
        10.000092632,    0.390003594587941
       10.0001150737,    0.390148588377414
       10.0001281782,    0.390233242858905
