Z,N,Name,Exceso_masa_keV,Lifetime
44,77,121Ru,-4.46E+4,4.00E+2
44,79,123Ru,-3.65E+4,5.00E+2
44,74,118Ru,-5.70E+4,2.00E+2
44,73,117Ru,-5.94E+4,4.33E+2
44,76,120Ru,-4.97E+4,4.00E+2
44,75,119Ru,-5.20E+4,3.00E+2
44,61,105Ru,-8.59E+4,2.49
44,60,104Ru,-8.80E+4,2.49
44,67,111Ru,-7.67E+4,9.68
44,66,110Ru,-8.00E+4,8.92
44,69,113Ru,-7.18E+4,3.82E+1
44,69,113Ru,-7.17e+04,3.83e+01
44,68,112Ru,-7.56E+4,9.60
44,63,107Ru,-8.38E+4,8.67
44,62,106Ru,-8.63E+4,5.39
44,65,109Ru,-8.07E+4,8.95
44,64,108Ru,-8.36E+4,8.68
44,59,103Ru,-8.72E+4,4.41E-1
44,50,94Ru,-8.25E+4,3.14
44,56,100Ru,-8.92E+4,3.42E-1
44,55,99Ru,-8.76E+4,3.43E-1
44,58,102Ru,-8.91E+4,4.16E-1
44,57,101Ru,-8.79E+4,4.13E-1
44,52,96Ru,-8.60E+4,1.70E-1
44,51,95Ru,-8.34E+4,9.50
44,54,98Ru,-8.82E+4,6.46
44,53,97Ru,-8.61E+4,2.76
44,49,93Ru,-7.72E+4,2.06
44,49,93Ru,-7.65e+04,2.06e+00
44,48,92Ru,-7.43E+4,2.71
44,45,89Ru,-5.83E+4,2.42E+1
44,44,88Ru,-5.43E+4,3.00E+2
44,47,91Ru,-6.82E+4,2.22
44,47,91Ru,-6.78e+04,2.22e+00
44,46,90Ru,-6.48E+4,3.73
44,41,85Ru,-3.06E+4,5.00E+2
44,43,87Ru,-4.57E+4,4.00E+2
44,42,86Ru,-3.97E+4,4.00E+2
45,82,127Rh,-3.37E+4,6.00E+2
45,81,126Rh,-3.72E+4,5.00E+2
45,83,128Rh,-2.73E+4,3.00E+2
45,80,125Rh,-4.18E+4,5.00E+2
45,71,116Rh,-7.07E+4,7.38E+1
45,71,116Rh,-7.06e+04,7.38e+01
45,70,115Rh,-7.42E+4,7.31
45,73,118Rh,-6.48E+4,2.42E+1
45,73,118Rh,-6.47e+04,2.42e+01
45,72,117Rh,-6.88E+4,8.89
45,79,124Rh,-4.47E+4,4.00E+2
45,78,123Rh,-4.91E+4,4.00E+2
45,75,120Rh,-5.86E+4,2.00E+2
45,74,119Rh,-6.28E+4,9.31
45,77,122Rh,-5.18E+4,3.00E+2
45,76,121Rh,-5.62E+4,6.19E+2
45,60,105Rh,-8.78E+4,2.50
45,60,105Rh,-8.77e+04,2.50e+00
45,62,107Rh,-8.68E+4,1.20E+1
45,61,106Rh,-8.63E+4,5.39
45,61,106Rh,-8.62e+04,5.39e+00
45,68,113Rh,-7.87E+4,7.13
45,67,112Rh,-7.97E+4,4.40E+1
45,67,112Rh,-7.97e+04,4.41e+01
45,69,114Rh,-7.57E+4,7.15E+1
45,69,114Rh,-7.56e+04,7.16e+01
45,64,109Rh,-8.49E+4,4.04
45,63,108Rh,-8.50E+4,1.39E+1
45,63,108Rh,-8.50E+4,1.39E+1
45,66,111Rh,-8.23E+4,6.85
45,65,110Rh,-8.28E+4,1.78E+1
45,65,110Rh,-8.28e+04,1.78e+01
45,51,96Rh,-7.96E+4,1.00E+1
45,51,96Rh,-7.96e+04,1.00e+01
45,50,95Rh,-7.83E+4,3.88
45,50,95Rh,-7.78e+04,3.89e+00
45,57,102Rh,-8.67E+4,6.41
45,57,102Rh,-8.66e+04,6.41e+00
45,56,101Rh,-8.74E+4,5.84
45,56,101Rh,-8.73e+04,5.84e+00
45,59,104Rh,-8.69E+4,2.30
45,59,104Rh,-8.68e+04,2.30e+00
45,58,103Rh,-8.80E+4,2.30
45,58,103Rh,-8.80e+04,2.30e+00
45,53,98Rh,-8.31E+4,1.19E+1
45,53,98Rh,-8.31e+04,1.19e+01
45,52,97Rh,-8.25E+4,3.54E+1
45,52,97Rh,-8.23e+04,3.55e+01
45,55,100Rh,-8.55E+4,1.81E+1
45,55,100Rh,-8.55e+04,1.81e+01
45,54,99Rh,-8.55E+4,1.94E+1
45,54,99Rh,-8.55e+04,1.95e+01
45,49,94Rh,-7.29E+4,3.37
45,49,94Rh,-7.29E+4,3.37
45,46,91Rh,-5.85E+4,2.98E+2
45,46,91Rh,-5.84e+04,2.98e+02
45,45,90Rh,-5.16E+4,2.00E+2
45,45,90Rh,-5.16E+4,2.00E+2
45,48,93Rh,-6.90E+4,2.62
45,48,93Rh,-6.87e+04,2.63e+00
45,47,92Rh,-6.29E+4,4.37
45,47,92Rh,-6.29E+4,4.37
45,44,89Rh,-4.56E+4,3.61E+2
46,83,129Pd,-3.78E+4,6.00E+2
46,82,128Pd,-4.43E+4,5.00E+2
46,85,131Pd,-2.57E+4,3.00E+2
46,84,130Pd,-3.27E+4,3.00E+2
46,81,127Pd,-4.72E+4,5.00E+2
46,80,126Pd,-5.17E+4,4.00E+2
46,80,126Pd,-4.94e+04,4.00e+02
46,72,118Pd,-7.53E+4,2.49
46,71,117Pd,-7.64E+4,7.25
46,74,120Pd,-7.02E+4,2.29
46,73,119Pd,-7.14E+4,8.24
46,73,119Pd,-7.10e+04,8.25e+00
46,70,116Pd,-7.98E+4,7.13
46,79,125Pd,-5.39E+4,4.00E+2
46,76,122Pd,-6.46E+4,1.95E+1
46,75,121Pd,-6.61E+4,3.35
46,78,124Pd,-5.84E+4,3.00E+2
46,77,123Pd,-6.04E+4,7.89E+2
46,77,123Pd,-6.04E+4,7.89E+2
46,61,107Pd,-8.83E+4,1.20
46,61,107Pd,-8.82e+04,1.20e+00
46,60,106Pd,-8.99E+4,1.10
46,63,109Pd,-8.76E+4,1.11
46,63,109Pd,-8.74e+04,1.11e+00
46,62,108Pd,-8.95E+4,1.10
46,69,115Pd,-8.04E+4,1.35E+1
46,69,115Pd,-8.03e+04,1.35e+01
46,68,114Pd,-8.34E+4,6.94
46,65,111Pd,-8.59E+4,7.31E-1
46,65,111Pd,-8.58e+04,7.31e-01
46,64,110Pd,-8.83E+4,6.12E-1
46,67,113Pd,-8.35E+4,6.94
46,67,113Pd,-8.35e+04,6.95e+00
46,66,112Pd,-8.63E+4,6.54
46,50,96Pd,-7.61E+4,4.19
46,52,98Pd,-8.13E+4,4.74
46,51,97Pd,-7.78E+4,4.84
46,58,104Pd,-8.93E+4,1.33
46,57,103Pd,-8.74E+4,8.78E-1
46,59,105Pd,-8.84E+4,1.13
46,54,100Pd,-8.52E+4,1.76E+1
46,53,99Pd,-8.21E+4,5.10
46,56,102Pd,-8.79E+4,4.19E-1
46,55,101Pd,-8.54E+4,4.58
46,47,93Pd,-5.89E+4,3.70E+2
46,46,92Pd,-5.47E+4,3.45E+2
46,49,95Pd,-6.99E+4,3.03
46,49,95Pd,-6.81e+04,3.03e+00
46,49,95Pd,-6.92e+04,3.03e+00
46,48,94Pd,-6.61E+4,4.28
46,45,91Pd,-4.61E+4,4.23E+2
46,44,90Pd,-3.97E+4,4.00E+2
47,85,132Ag,-3.44E+4,5.00E+2
47,83,130Ag,-4.58E+4,4.24E+2
47,84,131Ag,-4.07E+4,5.00E+2
47,81,128Ag,-5.47E+4,3.00E+2
47,82,129Ag,-5.18E+4,4.00E+2
47,82,129Ag,-5.18e+04,4.00e+02
47,80,127Ag,-5.86E+4,2.00E+2
47,80,127Ag,-5.67e+04,2.00e+02
47,74,121Ag,-7.44E+4,1.21E+1
47,75,122Ag,-7.11E+4,3.81E+1
47,75,122Ag,-7.10e+04,3.82e+01
47,72,119Ag,-7.86E+4,1.47E+1
47,72,119Ag,-7.86e+04,1.47e+01
47,73,120Ag,-7.56E+4,4.47
47,73,120Ag,-7.54e+04,4.47e+00
47,73,120Ag,-7.56E+4,4.47
47,70,117Ag,-8.21E+4,1.35E+1
47,70,117Ag,-8.22e+04,1.36e+01
47,71,118Ag,-7.95E+4,2.51
47,71,118Ag,-7.94e+04,2.52e+00
47,78,125Ag,-6.45E+4,4.33E+2
47,78,125Ag,-6.44e+04,4.33e+02
47,79,126Ag,-6.07E+4,2.00E+2
47,79,126Ag,-6.07E+4,2.00E+2
47,76,123Ag,-6.95E+4,3.26E+1
47,77,124Ag,-6.62E+4,2.51E+2
47,77,124Ag,-6.62E+4,2.51E+2
47,63,110Ag,-8.74E+4,1.28
47,63,110Ag,-8.73e+04,1.29e+00
47,64,111Ag,-8.82E+4,1.45
47,64,111Ag,-8.82e+04,1.46e+00
47,61,108Ag,-8.76E+4,2.38
47,61,108Ag,-8.75e+04,2.39e+00
47,62,109Ag,-8.87E+4,1.28
47,62,109Ag,-8.86e+04,1.29e+00
47,60,107Ag,-8.84E+4,2.38
47,60,107Ag,-8.83e+04,2.38e+00
47,69,116Ag,-8.25E+4,3.26
47,69,116Ag,-8.25e+04,3.26e+00
47,69,116Ag,-8.24e+04,3.26e+00
47,67,114Ag,-8.49E+4,4.56
47,68,115Ag,-8.49E+4,1.82E+1
47,68,115Ag,-8.49e+04,1.83e+01
47,65,112Ag,-8.65E+4,2.42
47,66,113Ag,-8.70E+4,1.66E+1
47,66,113Ag,-8.70e+04,1.66e+01
47,52,99Ag,-7.67E+4,6.26
47,52,99Ag,-7.62e+04,6.26e+00
47,53,100Ag,-7.81E+4,5.00
47,53,100Ag,-7.81e+04,5.00e+00
47,50,97Ag,-7.09E+4,1.20E+1
47,51,98Ag,-7.30E+4,3.29E+1
47,58,105Ag,-8.70E+4,4.54
47,58,105Ag,-8.70e+04,4.54e+00
47,59,106Ag,-8.69E+4,3.01
47,59,106Ag,-8.69e+04,3.02e+00
47,56,103Ag,-8.48E+4,4.09
47,56,103Ag,-8.47e+04,4.10e+00
47,57,104Ag,-8.51E+4,4.21
47,57,104Ag,-8.51e+04,4.22e+00
47,54,101Ag,-8.13E+4,4.83
47,54,101Ag,-8.11e+04,4.84e+00
47,55,102Ag,-8.22E+4,8.17
47,55,102Ag,-8.22e+04,8.17e+00
47,49,96Ag,-6.45E+4,9.00E+1
47,49,96Ag,-6.45E+4,9.00E+1
47,47,94Ag,-5.24E+4,4.00E+2
47,47,94Ag,-5.24E+4,4.00E+2
47,47,94Ag,-4.57e+04,4.00e+02
47,48,95Ag,-5.99E+4,4.00E+2
47,45,92Ag,-3.75E+4,4.00E+2
47,46,93Ag,-4.64E+4,4.01E+2
48,64,112Cd,-9.05E+4,2.50E-1
48,65,113Cd,-8.90E+4,2.45E-1
48,65,113Cd,-8.88e+04,2.45e-01
48,62,110Cd,-9.03E+4,3.80E-1
48,63,111Cd,-8.92E+4,3.57E-1
48,63,111Cd,-8.89e+04,3.57e-01
48,60,108Cd,-8.92E+4,1.12
48,61,109Cd,-8.85E+4,1.53
48,68,116Cd,-8.87E+4,1.60E-1
48,69,117Cd,-8.64E+4,1.01
48,69,117Cd,-8.63e+04,1.01e+00
48,66,114Cd,-9.00E+4,2.76E-1
48,67,115Cd,-8.80E+4,6.51E-1
48,67,115Cd,-8.79e+04,6.51e-01
48,53,101Cd,-7.58E+4,1.49
48,54,102Cd,-7.96E+4,1.66
48,51,99Cd,-6.99E+4,1.58
48,52,100Cd,-7.41E+4,1.67
48,50,98Cd,-6.76E+4,5.17E+1
48,59,107Cd,-8.69E+4,1.66
48,57,105Cd,-8.43E+4,1.39
48,58,106Cd,-8.71E+4,1.10
48,55,103Cd,-8.06E+4,1.81
48,56,104Cd,-8.39E+4,1.67
48,48,96Cd,-5.55E+4,4.10E+2
48,48,96Cd,-4.98e+04,4.10e+02
48,49,97Cd,-6.07E+4,4.20E+2
48,49,97Cd,-5.81e+04,4.20e+02
48,49,97Cd,-6.07E+4,4.20E+2
48,46,94Cd,-4.04E+4,5.00E+2
48,47,95Cd,-4.70E+4,5.66E+2
48,86,134Cd,-3.94E+4,3.00E+2
48,84,132Cd,-5.04E+4,6.00E+1
48,85,133Cd,-4.41E+4,2.00E+2
48,82,130Cd,-6.11E+4,2.23E+1
48,83,131Cd,-5.52E+4,1.92E+1
48,80,128Cd,-6.72E+4,6.43
48,81,129Cd,-6.31E+4,5.31
48,81,129Cd,-6.28e+04,5.31e+00
48,75,123Cd,-7.74E+4,2.69
48,75,123Cd,-7.73e+04,2.70e+00
48,76,124Cd,-7.66E+4,2.60
48,73,121Cd,-8.10E+4,1.94
48,73,121Cd,-8.09e+04,1.94e+00
48,74,122Cd,-8.06E+4,2.29
48,71,119Cd,-8.39E+4,3.76E+1
48,71,119Cd,-8.38e+04,3.77e+01
48,72,120Cd,-8.39E+4,3.72
48,70,118Cd,-8.67E+4,2.00E+1
48,79,127Cd,-6.87E+4,6.20
48,79,127Cd,-6.85e+04,6.20e+00
48,77,125Cd,-7.33E+4,2.88
48,77,125Cd,-7.32e+04,2.89e+00
48,78,126Cd,-7.22E+4,2.30
49,88,137In,-3.58E+4,4.00E+2
49,87,136In,-4.09E+4,3.00E+2
49,86,135In,-4.71E+4,3.00E+2
49,85,134In,-5.19E+4,2.00E+2
49,84,133In,-5.76E+4,2.00E+2
49,84,133In,-5.70e+04,2.00e+02
49,83,132In,-6.24E+4,6.00E+1
49,82,131In,-6.80E+4,2.20
49,82,131In,-6.77e+04,2.21e+00
49,82,131In,-6.43e+04,2.21e+00
49,81,130In,-6.99E+4,1.79
49,81,130In,-6.98e+04,1.79e+00
49,81,130In,-6.95e+04,1.79e+00
49,80,129In,-7.28E+4,1.97
49,80,129In,-7.24e+04,1.97e+00
49,80,129In,-7.12e+04,1.97e+00
49,80,129In,-7.09e+04,1.97e+00
49,77,126In,-7.78E+4,4.19
49,77,126In,-7.77e+04,4.19e+00
49,76,125In,-8.04E+4,1.77
49,76,125In,-8.01e+04,1.77e+00
49,75,124In,-8.08E+4,3.05E+1
49,75,124In,-8.08e+04,3.06e+01
49,74,123In,-8.34E+4,1.98E+1
49,74,123In,-8.31e+04,1.98e+01
49,73,122In,-8.35E+4,5.00E+1
49,73,122In,-8.35e+04,5.01e+01
49,73,122In,-8.33e+04,5.01e+01
49,72,121In,-8.58E+4,2.74E+1
49,72,121In,-8.55e+04,2.74e+01
49,71,120In,-8.57E+4,4.00E+1
49,71,120In,-8.57E+4,4.00E+1
49,71,120In,-8.57E+4,4.00E+1
49,70,119In,-8.76E+4,7.31
49,70,119In,-8.74e+04,7.31e+00
49,79,128In,-7.41E+4,1.32
49,79,128In,-7.39e+04,1.32e+00
49,79,128In,-7.24e+04,1.32e+00
49,78,127In,-7.68E+4,1.00E+1
49,78,127In,-7.65e+04,1.00e+01
49,78,127In,-7.51e+04,1.00e+01
49,66,115In,-8.95E+4,1.20E-2
49,66,115In,-8.92e+04,1.20e-02
49,65,114In,-8.85E+4,3.01E-1
49,65,114In,-8.84e+04,3.01e-01
49,64,113In,-8.93E+4,1.88E-1
49,64,113In,-8.90e+04,1.88e-01
49,63,112In,-8.79E+4,4.25
49,63,112In,-8.78e+04,4.25e+00
49,62,111In,-8.83E+4,3.42
49,62,111In,-8.79e+04,3.42e+00
49,61,110In,-8.64E+4,1.15E+1
49,61,110In,-8.64e+04,1.16e+01
49,60,109In,-8.64E+4,3.96
49,60,109In,-8.58e+04,3.97e+00
49,60,109In,-8.44e+04,3.97e+00
49,69,118In,-8.72E+4,7.75
49,69,118In,-8.72e+04,7.75e+00
49,69,118In,-8.70e+04,7.75e+00
49,68,117In,-8.89E+4,4.88
49,68,117In,-8.86e+04,4.88e+00
49,67,116In,-8.82E+4,2.20E-1
49,67,116In,-8.81e+04,2.20e-01
49,67,116In,-8.80e+04,2.20e-01
49,55,104In,-7.61E+4,5.77
49,55,104In,-7.61e+04,5.78e+00
49,54,103In,-7.46E+4,8.98
49,54,103In,-7.40e+04,8.98e+00
49,53,102In,-7.06E+4,4.57
49,52,101In,-6.85E+4,1.16E+1
49,52,101In,-6.79e+04,1.17e+01
49,51,100In,-6.41E+4,2.23
49,50,99In,-6.13E+4,2.98E+2
49,59,108In,-8.41E+4,8.64
49,59,108In,-8.41e+04,8.64e+00
49,58,107In,-8.35E+4,9.65
49,58,107In,-8.29e+04,9.65e+00
49,57,106In,-8.06E+4,1.22E+1
49,57,106In,-8.06e+04,1.22e+01
49,56,105In,-7.96E+4,1.02E+1
49,56,105In,-7.90e+04,1.02e+01
49,49,98In,-5.39E+4,3.04E+2
49,49,98In,-5.31e+04,3.04e+02
49,48,97In,-4.73E+4,4.01E+2
49,47,96In,-3.80E+4,5.00E+2
50,49,99Sn,-4.79E+4,5.82E+2
50,51,101Sn,-6.03E+4,3.00E+2
50,50,100Sn,-5.71E+4,2.40E+2
50,53,103Sn,-6.70E+4,1.00E+2
50,52,102Sn,-6.49E+4,1.00E+2
50,55,105Sn,-7.33E+4,3.97
50,54,104Sn,-7.16E+4,5.74
50,57,107Sn,-7.85E+4,5.31
50,56,106Sn,-7.73E+4,5.09
50,59,109Sn,-8.26E+4,7.94
50,58,108Sn,-8.20E+4,5.38
50,60,110Sn,-8.58E+4,1.37E+1
50,62,112Sn,-8.86E+4,2.94E-1
50,61,111Sn,-8.59E+4,5.33
50,64,114Sn,-9.05E+4,2.90E-2
50,63,113Sn,-8.83E+4,1.57
50,63,113Sn,-8.83e+04,1.57e+00
50,66,116Sn,-9.15E+4,9.60E-2
50,65,115Sn,-9.00E+4,1.50E-2
50,68,118Sn,-9.16E+4,4.99E-1
50,67,117Sn,-9.03E+4,4.83E-1
50,67,117Sn,-9.01e+04,4.83e-01
50,69,119Sn,-9.00E+4,7.25E-1
50,69,119Sn,-9.00e+04,7.25e-01
50,71,121Sn,-8.91E+4,9.78E-1
50,71,121Sn,-8.92e+04,9.78e-01
50,70,120Sn,-9.10E+4,9.20E-1
50,73,123Sn,-8.78E+4,2.47
50,73,123Sn,-8.78e+04,2.48e+00
50,72,122Sn,-8.99E+4,2.44
50,75,125Sn,-8.58E+4,1.32
50,75,125Sn,-8.59e+04,1.33e+00
50,74,124Sn,-8.82E+4,1.31
50,77,127Sn,-8.34E+4,9.22
50,77,127Sn,-8.35e+04,9.23e+00
50,76,126Sn,-8.60E+4,1.06E+1
50,79,129Sn,-8.05E+4,1.72E+1
50,79,129Sn,-8.06e+04,1.73e+01
50,78,128Sn,-8.33E+4,1.76E+1
50,78,128Sn,-8.13e+04,1.77e+01
50,80,130Sn,-8.01E+4,1.87
50,80,130Sn,-6.07e+04,1.87e+00
50,82,132Sn,-7.65E+4,1.97
50,81,131Sn,-7.72E+4,3.62
50,81,131Sn,-7.72e+04,3.62e+00
50,84,134Sn,-6.64E+4,3.16
50,83,133Sn,-7.08E+4,1.90
50,86,136Sn,-5.61E+4,2.00E+2
50,85,135Sn,-6.06E+4,3.07
50,88,138Sn,-4.55E+4,4.00E+2
50,87,137Sn,-5.01E+4,3.00E+2
50,89,139Sn,-3.93E+4,4.00E+2
50,90,140Sn,-3.44E+4,3.00E+2
51,54,105Sb,-6.40E+4,2.18E+1
51,53,104Sb,-5.92E+4,1.01E+2
51,56,107Sb,-7.06E+4,4.14
51,55,106Sb,-6.64E+4,7.45
51,58,109Sb,-7.62E+4,5.26
51,57,108Sb,-7.24E+4,5.49
51,59,110Sb,-7.74E+4,5.96
51,61,112Sb,-8.15E+4,1.78E+1
51,60,111Sb,-8.08E+4,8.84
51,63,114Sb,-8.44E+4,1.97E+1
51,62,113Sb,-8.44E+4,1.71E+1
51,65,116Sb,-8.68E+4,5.15
51,65,116Sb,-8.64e+04,5.15e+00
51,64,115Sb,-8.70E+4,1.60E+1
51,67,118Sb,-8.79E+4,3.01
51,67,118Sb,-8.77e+04,3.02e+00
51,66,117Sb,-8.86E+4,8.43
51,69,120Sb,-8.84E+4,7.19
51,69,120Sb,-8.84E+4,7.19
51,68,119Sb,-8.94E+4,6.99
51,68,119Sb,-8.67e+04,7.00e+00
51,70,121Sb,-8.95E+4,2.50
51,72,123Sb,-8.92E+4,1.35
51,71,122Sb,-8.83E+4,2.50
51,71,122Sb,-8.82e+04,2.50e+00
51,74,125Sb,-8.82E+4,2.51
51,73,124Sb,-8.76E+4,1.35
51,73,124Sb,-8.76e+04,1.36e+00
51,73,124Sb,-8.76e+04,1.36e+00
51,76,127Sb,-8.66E+4,5.08
51,75,126Sb,-8.63E+4,3.18E+1
51,75,126Sb,-8.64e+04,3.18e+01
51,75,126Sb,-8.64e+04,3.18e+01
51,78,129Sb,-8.46E+4,2.12E+1
51,78,129Sb,-8.28e+04,2.12e+01
51,77,128Sb,-8.46E+4,1.87E+1
51,77,128Sb,-8.46e+04,1.88e+01
51,79,130Sb,-8.22E+4,1.42E+1
51,79,130Sb,-8.23e+04,1.42e+01
51,81,132Sb,-7.96E+4,2.46
51,81,132Sb,-7.94e+04,2.47e+00
51,80,131Sb,-8.19E+4,2.08
51,83,134Sb,-7.40E+4,3.07
51,83,134Sb,-7.37e+04,3.07e+00
51,82,133Sb,-7.89E+4,3.12
51,85,136Sb,-6.45E+4,5.83
51,84,135Sb,-6.96E+4,2.64
51,87,138Sb,-5.46E+4,3.00E+2
51,86,137Sb,-6.00E+4,5.21E+1
51,89,140Sb,-4.43E+4,6.00E+2
51,88,139Sb,-5.00E+4,4.00E+2
51,90,141Sb,-3.95E+4,5.00E+2
51,91,142Sb,-3.36E+4,3.00E+2
52,54,106Te,-5.82E+4,1.00E+2
52,55,107Te,-6.06E+4,1.01E+2
52,52,104Te,-4.96E+4,3.17E+2
52,53,105Te,-5.28E+4,3.00E+2
52,58,110Te,-7.22E+4,6.57
52,59,111Te,-7.35E+4,6.42
52,56,108Te,-6.57E+4,5.41
52,57,109Te,-6.77E+4,4.38
52,61,113Te,-7.83E+4,2.79E+1
52,62,114Te,-8.18E+4,2.44E+1
52,60,112Te,-7.75E+4,8.38
52,65,117Te,-8.50E+4,1.34E+1
52,65,117Te,-8.48e+04,1.35e+01
52,66,118Te,-8.76E+4,1.83E+1
52,63,115Te,-8.20E+4,2.79E+1
52,63,115Te,-8.21e+04,2.79e+01
52,64,116Te,-8.52E+4,2.42E+1
52,69,121Te,-8.85E+4,2.58E+1
52,69,121Te,-8.82e+04,2.58e+01
52,67,119Te,-8.71E+4,7.27
52,67,119Te,-8.69e+04,7.28e+00
52,68,120Te,-8.93E+4,1.75
52,72,124Te,-9.05E+4,1.35
52,73,125Te,-8.90E+4,1.35
52,73,125Te,-8.89e+04,1.35e+00
52,70,122Te,-9.03E+4,1.35
52,71,123Te,-8.91E+4,1.35
52,71,123Te,-8.89e+04,1.35e+00
52,76,128Te,-8.89E+4,7.06E-1
52,77,129Te,-8.70E+4,7.11E-1
52,77,129Te,-8.69e+04,7.11e-01
52,74,126Te,-9.00E+4,1.35
52,75,127Te,-8.82E+4,1.36
52,75,127Te,-8.82e+04,1.36e+00
52,78,130Te,-8.73E+4,1.10E-2
52,79,131Te,-8.52E+4,6.10E-2
52,79,131Te,-8.50e+04,6.10e-02
52,79,131Te,-8.33e+04,6.10e-02
52,80,132Te,-8.51E+4,3.48
52,83,135Te,-7.77E+4,1.72
52,84,136Te,-7.44E+4,2.28
52,81,133Te,-8.29E+4,2.06
52,81,133Te,-8.26e+04,2.07e+00
52,82,134Te,-8.25E+4,2.74
52,87,139Te,-6.02E+4,3.54
52,88,140Te,-5.63E+4,1.43E+1
52,85,137Te,-6.93E+4,2.10
52,86,138Te,-6.56E+4,3.78
52,89,141Te,-5.06E+4,4.00E+2
52,90,142Te,-4.65E+4,5.00E+2
52,91,143Te,-4.05E+4,5.00E+2
52,92,144Te,-3.62E+4,3.00E+2
52,93,145Te,-3.00E+4,3.00E+2
53,55,108I,-5.27E+4,1.01E+2
53,56,109I,-5.76E+4,6.72
53,59,112I,-6.70E+4,1.02E+1
53,57,110I,-6.04E+4,6.19E+1
53,58,111I,-6.49E+4,4.75
53,62,115I,-7.63E+4,2.88E+1
53,63,116I,-7.74E+4,7.50E+1
53,60,113I,-7.11E+4,8.01
53,61,114I,-7.26E+4,2.00E+1
53,61,114I,-7.24e+04,2.00e+01
53,66,119I,-8.37E+4,2.17E+1
53,67,120I,-8.37E+4,1.51E+1
53,67,120I,-8.34e+04,1.51e+01
53,64,117I,-8.04E+4,2.55E+1
53,65,118I,-8.09E+4,1.97E+1
53,65,118I,-8.08e+04,1.98e+01
53,68,121I,-8.62E+4,4.72
53,69,122I,-8.60E+4,5.18
53,70,123I,-8.79E+4,3.68
53,73,126I,-8.79E+4,3.77
53,74,127I,-8.89E+4,3.62
53,71,124I,-8.73E+4,2.29
53,72,125I,-8.88E+4,1.35
53,77,130I,-8.69E+4,3.15
53,77,130I,-8.69e+04,3.15e+00
53,78,131I,-8.74E+4,6.05E-1
53,75,128I,-8.77E+4,3.62
53,76,129I,-8.85E+4,3.15
53,79,132I,-8.57E+4,4.06
53,79,132I,-8.56e+04,4.07e+00
53,80,133I,-8.58E+4,5.90
53,80,133I,-8.42e+04,5.90e+00
53,81,134I,-8.40E+4,4.85
53,81,134I,-8.37e+04,4.86e+00
53,84,137I,-7.63E+4,8.38
53,85,138I,-7.19E+4,5.96
53,82,135I,-8.37E+4,2.06
53,83,136I,-7.95E+4,1.41E+1
53,83,136I,-7.93e+04,1.42e+01
53,88,141I,-5.99E+4,1.58E+1
53,89,142I,-5.48E+4,4.93
53,86,139I,-6.84E+4,4.00
53,87,140I,-6.36E+4,1.21E+1
53,87,140I,-6.36E+4,1.21E+1
53,87,140I,-6.36E+4,1.21E+1
53,91,144I,-4.53E+4,4.00E+2
53,92,145I,-4.11E+4,5.00E+2
53,90,143I,-5.07E+4,2.00E+2
53,93,146I,-3.55E+4,3.00E+2
53,94,147I,-3.12E+4,3.00E+2
54,71,125Xe,-8.71E+4,1.41
54,71,125Xe,-8.69e+04,1.42e+00
54,70,124Xe,-8.76E+4,1.35
54,75,129Xe,-8.86E+4,5.05E-3
54,75,129Xe,-8.85e+04,5.05e-03
54,74,128Xe,-8.98E+4,5.20E-3
54,73,127Xe,-8.83E+4,4.08
54,73,127Xe,-8.80e+04,4.09e+00
54,72,126Xe,-8.91E+4,5.62E-3
54,79,133Xe,-8.76E+4,2.40
54,79,133Xe,-8.74e+04,2.40e+00
54,78,132Xe,-8.92E+4,5.07E-3
54,77,131Xe,-8.84E+4,5.12E-3
54,77,131Xe,-8.82e+04,5.12e-03
54,76,130Xe,-8.98E+4,8.99E-3
54,82,136Xe,-8.64E+4,7.00E-3
54,81,135Xe,-8.64E+4,3.66
54,81,135Xe,-8.59e+04,3.67e+00
54,80,134Xe,-8.81E+4,5.77E-3
54,80,134Xe,-8.62e+04,5.77e-03
54,86,140Xe,-7.29E+4,2.32
54,85,139Xe,-7.56E+4,2.14
54,84,138Xe,-7.99E+4,2.80
54,83,137Xe,-8.23E+4,1.04E-1
54,89,143Xe,-6.02E+4,4.65
54,88,142Xe,-6.52E+4,2.70
54,87,141Xe,-6.81E+4,2.88
54,93,147Xe,-4.24E+4,2.00E+2
54,92,146Xe,-4.79E+4,2.42E+1
54,91,145Xe,-5.14E+4,1.11E+1
54,90,144Xe,-5.68E+4,5.31
54,96,150Xe,-2.89E+4,3.00E+2
54,95,149Xe,-3.30E+4,3.00E+2
54,94,148Xe,-3.86E+4,3.00E+2
54,57,111Xe,-5.45E+4,1.15E+2
54,56,110Xe,-5.19E+4,1.00E+2
54,55,109Xe,-4.61E+4,3.00E+2
54,54,108Xe,-4.26E+4,3.79E+2
54,59,113Xe,-6.22E+4,6.84
54,58,112Xe,-6.00E+4,8.28
54,60,114Xe,-6.70E+4,1.11E+1
54,64,118Xe,-7.80E+4,1.03E+1
54,63,117Xe,-7.41E+4,1.03E+1
54,62,116Xe,-7.30E+4,1.30E+1
54,61,115Xe,-6.86E+4,1.21E+1
54,68,122Xe,-8.53E+4,1.11E+1
54,67,121Xe,-8.24E+4,1.02E+1
54,66,120Xe,-8.21E+4,1.18E+1
54,65,119Xe,-7.87E+4,1.03E+1
