-5.749999997277E+02   1.073892485751E+03  -1.648892485478E+03
-5.750053657197E+02   1.064323271430E+03  -1.639328637150E+03
-5.749987120493E+02   1.057932779747E+03  -1.632931491796E+03
-5.750033017745E+02   1.055781862164E+03  -1.630785163939E+03
-5.750040716113E+02   1.060403514492E+03  -1.635407586103E+03
-5.750153797885E+02   1.070973386148E+03  -1.645988765937E+03
-5.750087500201E+02   1.080730910046E+03  -1.655739660066E+03
-5.750095066569E+02   1.084950042541E+03  -1.659959549198E+03
-5.750056376306E+02   1.084534706907E+03  -1.659540344538E+03
-5.750023045020E+02   1.083298632590E+03  -1.658300937092E+03
-5.750130750511E+02   1.082375758018E+03  -1.657388833069E+03
-5.750107797153E+02   1.079647059905E+03  -1.654657839620E+03
-5.750117890004E+02   1.074292995838E+03  -1.649304784839E+03
-5.750127997212E+02   1.068326730456E+03  -1.643339530177E+03
-5.750066430137E+02   1.064071199918E+03  -1.639077842931E+03
-5.750115024620E+02   1.063642124082E+03  -1.638653626544E+03
-5.750094749993E+02   1.067557805214E+03  -1.642567280213E+03
-5.750174268816E+02   1.073232354274E+03  -1.648249781155E+03
-5.750161332380E+02   1.078665117375E+03  -1.653681250613E+03
-5.750143334707E+02   1.085589202306E+03  -1.660603535777E+03
-5.750177059434E+02   1.094018312581E+03  -1.669036018525E+03
-5.750169371399E+02   1.097875358982E+03  -1.672892296122E+03
-5.750171608936E+02   1.096133776397E+03  -1.671150937291E+03
-5.750186936467E+02   1.092439976491E+03  -1.667458670137E+03
-5.750222943303E+02   1.087333275308E+03  -1.662355569639E+03
-5.750289596582E+02   1.078817886755E+03  -1.653846846413E+03
-5.750268974006E+02   1.066193306160E+03  -1.641220203561E+03
-5.750237875517E+02   1.052808510738E+03  -1.627832298290E+03
-5.750304368107E+02   1.044736360301E+03  -1.619766797112E+03
-5.750312211909E+02   1.043698738394E+03  -1.618729959585E+03
-5.750340526651E+02   1.047559692779E+03  -1.622593745444E+03
-5.750399665826E+02   1.053431491130E+03  -1.628471457713E+03
-5.750387016421E+02   1.057420487709E+03  -1.632459189351E+03
-5.750340753312E+02   1.057811540613E+03  -1.632845615944E+03
-5.750199710341E+02   1.057540361444E+03  -1.632560332478E+03
-5.750230462479E+02   1.060382945376E+03  -1.635405991624E+03
-5.750279282902E+02   1.066166094401E+03  -1.641194022691E+03
-5.750302487153E+02   1.072014539484E+03  -1.647044788199E+03
-5.750292373312E+02   1.074849150313E+03  -1.649878387645E+03
-5.750248768777E+02   1.072491608533E+03  -1.647516485411E+03
-5.750263857677E+02   1.066090988589E+03  -1.641117374357E+03
-5.750279070141E+02   1.059487456991E+03  -1.634515364005E+03
-5.750227800501E+02   1.055271652628E+03  -1.630294432678E+03
-5.750232822363E+02   1.054813634778E+03  -1.629836917014E+03
-5.750312214258E+02   1.059198210981E+03  -1.634229432407E+03
-5.750286913963E+02   1.067183212631E+03  -1.642211904027E+03
-5.750361396928E+02   1.074305194645E+03  -1.649341334338E+03
-5.750397224904E+02   1.076988655152E+03  -1.652028377642E+03
-5.750404690501E+02   1.075509148720E+03  -1.650549617770E+03
-5.750342841229E+02   1.074034630689E+03  -1.649068914812E+03
-5.750279236457E+02   1.077948585699E+03  -1.652976509345E+03
-5.750364370604E+02   1.082328600564E+03  -1.657365037624E+03
-5.750351393690E+02   1.078917917653E+03  -1.653953057022E+03
-5.750340476296E+02   1.070665280289E+03  -1.645699327919E+03
-5.750329831296E+02   1.068373761618E+03  -1.643406744747E+03
-5.750299771855E+02   1.077545203109E+03  -1.652575180295E+03
-5.750428305183E+02   1.089451186702E+03  -1.664494017220E+03
-5.750359212460E+02   1.094897855865E+03  -1.669933777111E+03
-5.750251346056E+02   1.092435026680E+03  -1.667460161286E+03
-5.750279198082E+02   1.086683122692E+03  -1.661711042501E+03
-5.750233096787E+02   1.081931403809E+03  -1.656954713488E+03
-5.750322761005E+02   1.078961863252E+03  -1.653994139353E+03
-5.750366419021E+02   1.076590765385E+03  -1.651627407287E+03
-5.750343295661E+02   1.073150196314E+03  -1.648184525880E+03
-5.750379064360E+02   1.069685423449E+03  -1.644723329885E+03
-5.750289603193E+02   1.067158844345E+03  -1.642187804664E+03
-5.750358836474E+02   1.064041191683E+03  -1.639077075331E+03
-5.750389511168E+02   1.058944261832E+03  -1.633983212948E+03
-5.750343204959E+02   1.052940839248E+03  -1.627975159743E+03
-5.750319906865E+02   1.049880367033E+03  -1.624912357720E+03
-5.750302063839E+02   1.053530526823E+03  -1.628560733207E+03
-5.750269110919E+02   1.062817864046E+03  -1.637844775138E+03
-5.750166908848E+02   1.072772811642E+03  -1.647789502526E+03
-5.750228094796E+02   1.080189475062E+03  -1.655212284542E+03
-5.750184305796E+02   1.087590368052E+03  -1.662608798632E+03
-5.750133431461E+02   1.097583495141E+03  -1.672596838287E+03
-5.750151700281E+02   1.105921631761E+03  -1.680936801789E+03
-5.750138999310E+02   1.108006258504E+03  -1.683020158435E+03
-5.750128655081E+02   1.102949308811E+03  -1.677962174319E+03
-5.750202479385E+02   1.093410340797E+03  -1.668430588736E+03
-5.750146040474E+02   1.085219830770E+03  -1.660234434818E+03
-5.750146168974E+02   1.080825763466E+03  -1.655840380364E+03
-5.750038786257E+02   1.078923729906E+03  -1.653927608531E+03
-5.750046499571E+02   1.078045512169E+03  -1.653050162126E+03
-5.750108288017E+02   1.076902328543E+03  -1.651913157345E+03
-5.750082573384E+02   1.071340201883E+03  -1.646348459222E+03
-5.750123114919E+02   1.062574639131E+03  -1.637586950623E+03
